name,population,longitude,latitude
Wilton,5363,-121.27217,38.41186
Yucca Valley,21600,-116.43224,34.11417
Battlement Mesa,4471,-108.02507,39.44137
Crested Butte,1579,-106.98782,38.86971
Pagosa Springs,1756,-107.00976,37.26945
Palisade,2651,-108.35092,39.11026
Saguache,480,-106.14197,38.0875
Sheridan,6039,-105.02526,39.64693
Snowmass Village,2916,-106.93782,39.21304
Todd Creek,3768,-104.87331,39.97804
Garden City,27005,-100.87266,37.97169
Hoxie,1176,-100.44181,39.3575
Syracuse,1663,-101.7543,37.98071
Tribune,793,-101.75267,38.46974
Flora Vista,2191,-108.08035,36.79445
Ruidoso,7739,-105.67304,33.33175
San Miguel,1153,-106.735,32.15538
Thoreau,1865,-108.2234,35.40253
Ely,4134,-114.88863,39.24744
McGill,1148,-114.77863,39.40494
Garden City,334,-101.48123,31.86402
Gardendale,1574,-102.38015,32.0204
Hart,1044,-102.11574,34.38507
Rankin,844,-101.93791,31.22265
San Elizario,8999,-106.27276,31.58511
Shallowater,2555,-101.99823,33.68897
Delta,3482,-112.57717,39.35218
Ivins,7876,-113.67941,37.16859
Centerfield,1387,-111.81909,39.12524
Anderson,10217,-122.29778,40.44821
Arcata,17843,-124.08284,40.86652
Cutten,3108,-124.14284,40.76985
Los Molinos,2037,-122.10027,40.02127
Berthoud,6031,-105.08109,40.30832
Estes Park,6257,-105.52167,40.37721
Firestone,11999,-104.93664,40.11248
Fort Morgan,11319,-103.79995,40.25026
Boise,145987,-116.20345,43.6135
Star,7797,-116.49346,43.69211
Columbia Falls,5093,-114.18152,48.37246
Philipsburg,884,-113.29423,46.33215
Ronan,1981,-114.1015,47.52882
Hettinger,1257,-102.63682,46.00139
Grant,1133,-101.72517,40.84194
Lovelock,1878,-118.47348,40.17935
Aumsville,4013,-122.87092,44.84095
Beavercreek,4485,-122.53564,45.2879
Dallas,15277,-123.31705,44.91928
Happy Valley,18493,-122.53037,45.44679
Klamath Falls,21399,-121.78167,42.22487
Martin,1061,-101.73265,43.1725
Granite,1932,-111.80604,40.573
Mendon,1348,-111.97773,41.70993
South Weber,6971,-111.93022,41.13244
West Valley City,136208,-112.00105,40.69161
Ames Lake,1486,-121.96623,47.63288
Bridgeport,2457,-119.67116,48.0082
Burbank,3291,-119.01306,46.19986
Cosmopolis,1594,-123.77378,46.95537
Deer Park,3941,-117.47689,47.95434
Eastgate,4958,-122.14578,47.57266
Elk Plain,14205,-122.39762,47.05316
Forks,3747,-124.38549,47.95036
Key Center,3692,-122.74541,47.34065
Long Beach,1364,-124.05432,46.35232
Soap Lake,1580,-119.49059,47.38931
Spokane Valley,94919,-117.23937,47.67323
Town and Country,4857,-117.42161,47.72739
Wauna,4186,-122.64263,47.37899
Woodinville,11782,-122.16346,47.75427
Afton,1972,-110.93187,42.72493
Bar Nunn,2820,-106.34336,42.91358
Hoback,1176,-110.78381,43.28187
Sleepy Hollow,1308,-105.42222,44.24109
Kaunakakai,3425,-157.02613,21.09363
Lawai,2363,-159.50376,21.92159
Wailua,2156,-156.13639,20.84861
Anahola,2223,-159.31388,22.14226
Elko New Market,4705,-93.32694,44.56472
City of Milford (balance),51271,-73.06164,41.22374
High Point,3686,-82.52468,28.54687
Chester Center,1558,-72.4527,41.40132
Oxon Hill-Glassmanor,35355,-76.97499,38.79615
Pymatuning Central,2269,-80.4796,41.58546
Bellair-Meadowbrook Terrace,13343,-81.74341,30.17881
Cocoa West,5925,-80.77109,28.35942
Zephyrhills North,2600,-82.16557,28.25172
Lake Murray of Richland,5484,-81.2645,34.12048
Village of Oak Creek (Big Park),6147,-111.76227,34.7809
Bryn Mawr-Skyway,15645,-122.24092,47.4943
Camp Pendleton North,5200,-117.31603,33.31465
Challenge-Brownsville,1148,-121.26338,39.46447
McChord Air Force Base,2507,-122.49157,47.13397
Walla Walla East,1672,-118.30403,46.05184
Whetstone,2617,-110.33987,31.70105
Tamalpais-Homestead Valley,10735,-122.53625,37.87834
Emerald Mountain,2561,-86.09429,32.44793
Avenue B and C,4176,-114.66005,32.71904
Connerton,2116,-82.47539,28.31441
Penn Estates,4493,-75.23956,41.0375
Oak Hill,33811,-77.40156,38.9258
Greater Grand Crossing,32346,-87.61485,41.76113
Mount Pleasant,26272,-87.85577,42.69743
Buckhorn,2429,-120.52854,38.45216
Los Cerrillos,2508,-56.35639,-34.605
Qozonketkan,0,59.36425,43.01907
Zarbdor Shaharchasi,0,68.16454,40.08083
Yangirabot,25027,65.96095,40.02539
Yangiariq,0,60.60438,41.36583
Tashkent,1978028,69.21627,41.26465
Pop,28000,71.10889,40.87361
Bektemir,31400,69.33417,41.20972
Oqqo‘rg‘on,11900,69.04583,40.8775
To‘rtko‘l Shahri,0,61.0018,41.56055
Alto Barinas,284289,-70.2261,8.5931
Tucupita,99778,-62.05,9.05806
Santa Cruz de Mora,21209,-71.64082,8.39925
Puerto La Cruz,370000,-64.6328,10.21382
Pueblo Llano,0,-70.65919,8.9152
Maiquetía,52564,-66.95624,10.5945
Cagua,119033,-67.45935,10.18634
San José de Bolívar,0,-71.97251,7.91242
Maturín,529376,-63.18323,9.74569
Independencia,0,-68.75512,10.33432
Quy Đạt,0,105.97044,17.80459
Phúc Yên,0,105.70483,21.23695
Liễu Đề,0,106.18747,20.22095
Hương Canh,0,105.64697,21.27882
Hanoi,8053663,105.84117,21.0245
Đắk Mil,0,107.62237,12.44957
Thị Trấn Đồng Đăng,8922,106.69767,21.9511
Hồ,0,106.0857,21.06308
Cô Tô,0,107.76578,20.97268
Ân Thi,0,106.09118,20.81835
Thanh Xuân,0,105.79977,20.99472
Prao,0,107.64814,15.92438
Đăk Đoa,0,108.11207,13.99501
Chư Sê,0,108.08023,13.69153
Nàng Mau,0,105.53448,9.75129
Xã Phúc Thọ,0,108.12875,11.80701
Đại Nghĩa,10808,108.08903,15.87901
Vaiusu,2043,-171.79333,-13.82678
Hayti,2787,-89.74953,36.23368
Hazelwood,25661,-90.37095,38.77144
Ironton,1392,-90.62734,37.59727
Mansfield,1261,-92.58072,37.10672
Osceola,915,-93.70438,38.0467
Republic,16005,-93.48019,37.12005
Richland,1826,-92.40434,37.85698
Riverside,2946,-90.38012,38.28672
Rolla,20019,-91.77127,37.95143
St. Louis,315685,-90.19789,38.62727
Stockton,1859,-93.79604,37.69893
Tuscumbia,205,-92.45852,38.23309
Versailles,2440,-92.84103,38.43141
Winfield,1434,-90.73846,38.99727
Cleveland,12327,-90.72482,33.744
Como,1245,-89.93981,34.51066
Florence,4363,-90.1312,32.15348
Hollandale,2545,-90.85399,33.16901
Richton,1066,-88.94005,31.34934
Summit,1682,-90.46843,31.28379
Union,1987,-89.12145,32.57153
Boiling Springs,4674,-81.66704,35.25429
Brunswick,1131,-78.70113,34.28684
Burnsville,1660,-82.30096,35.91734
Clyde,1243,-82.91069,35.53344
Dallas,4622,-81.17619,35.31653
Foscoe,1370,-81.76566,36.16179
Leland,17924,-78.04471,34.25628
Seagate,4590,-77.84359,34.20934
South Henderson,1213,-78.40666,36.3082
Wilmington,115933,-77.94471,34.22573
Barrington,6817,-75.05517,39.86484
Carneys Point,7382,-75.4702,39.71122
Fairton,1264,-75.21991,39.38178
Magnolia,4383,-74.66071,39.94984
National Park,2999,-75.17879,39.86595
Sicklerville,42891,-74.96933,39.71734
South Toms River,3736,-74.20431,39.94206
Victory Lakes,2111,-74.966,39.63317
Whitesboro,2205,-74.85684,39.039
Williamstown,15567,-74.99517,39.68623
Athens,25044,-82.10126,39.32924
Buckeye Lake,2760,-82.47238,39.93368
Chauncey,1039,-82.12931,39.39785
Cleves,3386,-84.74912,39.16172
Dillonvale,3474,-84.40216,39.21811
Fruit Hill,3755,-84.36438,39.07562
North Fork Village,1991,-83.02907,39.3359
Springfield,59680,-83.80882,39.92423
Union,6461,-84.30633,39.89783
Elk City,12717,-99.40426,35.41199
Oakland,1073,-96.79389,34.1001
Stratford,1535,-96.95946,34.79675
Yale,1223,-96.69919,36.11423
Clifton Heights,6684,-75.2963,39.92928
Oxford,5385,-75.97883,39.78539
Beaufort,13306,-80.66983,32.43158
Bennettsville,8605,-79.68478,34.61738
Buffalo,1266,-81.68343,34.72569
Catawba,1343,-80.91119,34.85292
Five Forks,14140,-82.22956,34.80484
Oak Grove,8183,-80.96676,33.77821
Piedmont,5103,-82.46457,34.70234
Ardmore,1213,-86.84667,34.99203
Brighton,2996,-89.72508,35.48397
Bristol,26666,-82.18874,36.59511
Erin,1295,-87.69474,36.31839
Gray,1222,-82.47654,36.41983
Henderson,6552,-88.64144,35.43924
Kimball,1401,-85.67191,35.04786
Lawrenceburg,10569,-87.33474,35.2423
Lone Oak,1206,-85.36413,35.20063
Lynchburg,6132,-86.37416,35.28314
Medina,4124,-88.77478,35.80285
Oneida,3709,-84.51272,36.49813
Ridgely,1706,-89.48785,36.2634
Selmer,4488,-88.59227,35.17008
South Pittsburg,3114,-85.70441,35.0123
Wildwood,1098,-83.87129,35.8037
Aledo,3412,-97.60225,32.69596
Beach City,2566,-94.88992,29.66217
Blanco,1889,-98.42141,30.09799
Brownwood,19031,-98.99116,31.70932
Bryan,82118,-96.36996,30.67436
China,1130,-94.33574,30.04799
Clear Lake Shores,1169,-95.03215,29.54745
Corrigan,1539,-94.82715,30.99686
Eagle Lake,3650,-96.33358,29.58968
Farmersville,3447,-96.35998,33.16345
Flower Mound,71253,-97.09696,33.01457
Horseshoe Bay,3560,-98.37394,30.54429
Hudson,4821,-94.77826,31.32268
Johnson City,1959,-98.41197,30.27687
Kennedale,7715,-97.22585,32.6468
Lake Dallas,7892,-97.02556,33.11929
Lorena,1737,-97.21556,31.38656
Marlin,5682,-96.89804,31.30629
Mauriceville,3252,-93.86628,30.20354
Melissa,7436,-96.57277,33.28595
Missouri City,74139,-95.53772,29.61857
Montague,304,-97.72059,33.66483
Murphy,20610,-96.61305,33.01512
Nash,3141,-94.13075,33.44235
Nederland,17196,-93.9924,29.97438
Onion Creek,2116,-97.78417,30.1366
Orange Grove,1334,-97.93694,27.95668
Pantego,2531,-97.1564,32.7143
Pearland,108821,-95.28605,29.56357
Pelican Bay,1635,-97.51836,32.92096
Pleasanton,9829,-98.47863,28.96719
Poth,2167,-98.08195,29.06969
Quitman,1827,-95.45106,32.79596
Richardson,110815,-96.72972,32.94818
Santa Fe,13037,-95.10576,29.37801
Seadrift,1474,-96.71359,28.41528
Shady Hollow,5004,-97.86223,30.16493
Sour Lake,1773,-94.41102,30.14021
Sweeny,3771,-95.69856,29.03886
Troup,1966,-95.1205,32.1446
Vernon,10573,-99.26628,34.15536
Waskom,2177,-94.05963,32.47876
West Lake Hills,3317,-97.80195,30.29798
Woodsboro,1483,-97.31999,28.23834
Appalachia,1671,-82.78183,36.90676
Belle Haven,6518,-77.06303,38.78539
Cana,1254,-80.67173,36.58958
Chesterfield,0,-77.50582,37.37709
Dinwiddie,0,-77.58665,37.07793
Glen Allen,14774,-77.50637,37.66598
Gloucester Courthouse,2951,-76.52662,37.40986
Gordonsville,1577,-78.18778,38.13736
King William,252,-77.01358,37.68736
Laymantown,1979,-79.85754,37.36569
Lebanon,3342,-82.08013,36.90094
Louisa,1621,-78.00416,38.02514
Lovettsville,1934,-77.63666,39.2726
Pembroke,1081,-80.63895,37.31957
Rustburg,1431,-79.10085,37.27681
Saluda,769,-76.59495,37.60597
Smithfield,8364,-76.63107,36.98237
Stanardsville,380,-78.44001,38.29735
Timberlake,12183,-79.25753,37.3207
Wattsville,1128,-75.49965,37.93401
Kenova,3083,-82.57821,38.39897
Point Pleasant,4276,-82.13709,38.84453
Richwood,1980,-80.53314,38.22484
Stanaford,1350,-81.15232,37.81595
Farmington,25000,-72.83204,41.71982
Newington,30562,-72.72371,41.69788
Norwich,39899,-72.07591,41.52426
Terryville,5387,-73.01094,41.67815
Thompson,9358,-71.86257,41.95871
West Torrington,36000,-73.14372,41.81843
Windham,23072,-72.15702,41.69982
Alta,1883,-95.29055,42.67359
Altoona,16984,-93.46466,41.64416
Baxter,1103,-93.15159,41.8261
Colfax,2051,-93.2452,41.67777
Columbus Junction,1860,-91.36071,41.28003
Dallas Center,1792,-93.96106,41.68443
Farley,1691,-91.00625,42.44278
Hiawatha,7199,-91.68212,42.03583
Johnston,20871,-93.69772,41.67304
North English,1022,-92.07629,41.5139
Ottumwa,24624,-92.4113,41.02001
Preston,1012,-90.41402,42.0503
Darien,22256,-87.97395,41.75198
Glasford,1003,-89.81344,40.57254
Glenwood,8996,-87.60227,41.54253
Havana,3076,-90.06095,40.30004
Island Lake,8080,-88.19203,42.27613
New Lenox,25800,-87.96561,41.51198
Oakbrook Terrace,2164,-87.96451,41.85003
Rock Island,38620,-90.57875,41.50948
Tower Lake,1283,-88.15202,42.23197
Wasco,22560,-88.40452,41.93808
Kokomo,57995,-86.1336,40.48643
Ligonier,4405,-85.58748,41.46588
Monroeville,1324,-84.8683,40.97477
Wabash,10381,-85.82054,40.79782
Assonet,4084,-71.06782,41.79594
Colrain,1845,-72.69676,42.67314
Granby,1368,-72.5162,42.25648
Great Barrington,2231,-73.36206,42.19592
Irzniq,2200,20.34722,42.52
Prizren,171464,20.73972,42.21389
Lumbardhi,1500,20.34667,42.54667
Thamūd,0,49.91947,17.29245
Jiblah,0,44.14668,13.92162
Al ‘Abr,0,47.23545,16.1377
Ḑawrān ad Daydah,0,44.20664,14.73927
Aş Şa‘īd,0,46.87292,14.33011
Ad Dann,0,43.85275,14.3518
Ar Raḑmah,0,44.58657,14.21973
Al Hijrah,0,43.38718,17.29788
Secunda,20418,29.16667,-26.55
Meyerton,0,28.0195,-26.55987
Edenvale,49292,28.15247,-26.14095
Daniëlskuil,10123,23.53951,-28.18873
Boksburg,445168,28.25958,-26.21197
Bethal,60779,29.46553,-26.45794
Grabouw,30337,19.01509,-34.15152
Mexicali,1032686,-115.45446,32.62781
Ejido Mayocoba,1656,-109.2213,25.93824
Mascota,8801,-104.78781,20.52613
Margaritas,2108,-102.47417,20.45306
Los Hoyos,1080,-109.78222,30.12444
Llano Grande,1540,-108.08636,25.75187
General Francisco Villa,1298,-102.2492,18.74304
La Ordeña,1248,-101.1183,20.68988
La Higuera,1238,-103.40971,19.42354
La Cruz,15657,-106.8925,23.92126
La Ciudad,2609,-105.68882,23.73052
La Ciénega,1032,-104.13799,19.83779
La Angostura,1467,-102.44167,20.19639
Pueblo Juárez (La Magdalena),2477,-103.93111,19.16722
Ixtapan de la Concepción,1540,-105.15773,21.30774
Ignacio Allende,2588,-103.9971,24.47432
Huejúcar,3647,-103.2114,22.35881
Huatabampo,30475,-109.6422,26.8261
Huaniqueo de Morales,2566,-101.5045,19.89682
Guasavito,1721,-108.43501,25.55298
Guachinango,1847,-104.3804,20.57723
Granjenal,1496,-100.06893,22.3927
Gilita,1285,-103.19976,25.39314
Etchoropo,1162,-109.68236,26.76727
El Vicarlo,1189,-100.6712,20.58211
El Tamarindo,1548,-105.2322,21.9581
El Salvador,2502,-103.71568,21.01659
El Rayo,1030,-103.60821,25.52112
El Carrizo,4931,-106.85196,24.01416
Cuxpala,1369,-103.6451,20.55935
Curimeo,1143,-101.69534,20.02043
Comonfort,23683,-100.75946,20.72278
Ciudad Juárez,1501551,-106.46084,31.72024
Chucándiro,1609,-101.3338,19.90008
Chiquilistlán,3962,-103.86071,20.08776
Cerro Gordo,5460,-101.12684,20.59294
Cerritos,1015,-100.5988,20.88552
Capula,4678,-101.8,19.7
Caleras,1744,-103.87898,18.99687
Gonzales Ortega,4137,-102.47589,23.18056
Bahuichivo,1502,-108.0674,27.4095
Ajuchitlancito,3238,-100.21583,20.47601
San José de Gracia,1037,-105.37869,22.48105
La Panadera,1212,-102.69832,21.86398
Las Norias de Ojocaliente,3741,-102.21738,21.88944
Lázaro Cárdenas,1583,-102.02704,22.17137
El Carretón,2161,-100.98064,21.63045
San Felipe Quiriceo,1033,-101.2896,20.44303
El Divisador,2389,-101.15806,20.57722
Frías,1184,-101.99644,20.79945
San José Huipana,3396,-101.4699,20.27752
Dolores,1144,-100.32211,20.06059
Cerro Colorado de Ocampo,1091,-100.46538,19.31712
Aputzio de Juárez,1383,-100.34689,19.34183
Las Cañas,1076,-101.97611,18.56583
Infiernillo (Morelos de Infiernillo),2363,-101.90111,18.2825
San Diego del Cerrito,2402,-100.00684,19.50795
Pueblo Viejo,1152,-100.11776,17.53864
Urecho,1856,-100.07402,20.65388
Mesillas,1120,-100.00157,20.13653
San Juan De Los Platanos,2000,-102.43929,19.1371
Ejido Javier Rojo Gómez,2408,-116.82222,32.49389
Maya Balam,2018,-88.39972,18.93917
Centro de Readaptación Social,13071,-103.19361,20.55444
La Tijera,12425,-103.44056,20.58167
Las Veredas,10478,-109.70611,23.15028
Cuichapa,7697,-94.28,17.93889
Campestre Villas del Álamo,6192,-98.70722,20.10167
Arbolada los Sauces,5190,-99.04417,19.81583
Fraccionamiento Ocuiltzapotlán Dos,4675,-92.86778,18.10889
Delfino Victoria (Santa Fe),3896,-96.27333,19.2075
Puerto Esmeralda,3826,-94.51778,18.14778
Vistas del Maguey [Fraccionamiento],3765,-102.52333,20.52806
Santa María Texmelucan,3754,-98.53778,19.29417
La Libertad,2973,-97.60722,19.75583
Jardínes del Grijalva,2881,-93.03463,16.72847
La Aurora,2605,-100.7575,20.62667
San Vicente la Mesilla,2604,-92.29333,16.17861
Xochimilco,2572,-97.72583,18.84167
Tlalnepantla,2478,-98.84611,21.18
Manzana Quinta (La Cañada),2393,-99.6025,19.54222
Tehuilotepec,2377,-99.58111,18.55167
El Tigre,2209,-92.94194,18.10194
Cipreses,2129,-98.7675,20.05889
Unidad Habitacional Antonio Osorio de León (Bojay),2119,-99.24472,20.04389
Morelos Piedra 3ra. Sección,2099,-93.22,18.14389
Vallecitos de Zaragoza,2000,-101.32361,17.92028
Pejelagartero 1ra. Sección (Plataforma),1817,-93.82472,18.055
Coamilpa de Juárez,1782,-99.44361,19.19778
Colonia San Francisco de Asís,1757,-99.75444,19.57861
La Cruz,1756,-100.79583,20.45694
Barrio Bordo Nuevo,1718,-99.67333,19.37917
Ladrilleras del Refugio,1642,-101.55361,21.08472
San Lorenzo,1598,-101.64583,19.98917
San Francisco Atotonilco,1573,-98.15167,20.19472
Querendas,1537,-100.63444,18.3425
Miguel Valdez Quintero (El Corazón),1530,-107.31778,24.49417
San Pablo Huacano,1427,-93.2075,17.19583
San Isidro Monterrosas,1405,-97.57528,18.85667
Ejido los Huastecos,1380,-98.65028,21.95917
Estanzuela,1379,-101.00806,22.26889
Tepeteno de Iturbide,1377,-97.49722,19.79583
Huitzmaloc,1376,-96.94056,18.45639
Tierra Blanca,1361,-103.07667,23.82722
Colonia Emiliano Zapata,1348,-99.58083,19.12417
La Loma,1287,-100.23889,20.6
San Martín Itunyoso,1276,-97.88083,17.22806
Guadalupe Hidalgo,1270,-98.1875,19.22611
Cerro Armadillo Grande,1266,-96.30861,17.86611
Quintana Roo,1243,-93.56194,16.60667
Sergio Villaseñor,1238,-100.42083,20.645
Tres Cerros,1228,-92.47278,16.91556
Colonia Patria Nueva,1214,-100.87944,20.52833
Boquilla de Babisas (La Boquilla de Conchos),1185,-105.40361,27.54861
Ignacio Allende (Concepción),1175,-97.63448,20.01055
Buenavista Tetela,1172,-98.17632,18.91967
El Barrido,1145,-99.19083,20.45028
Las Golondrinas [Fraccionamiento],1135,-103.25417,22.10528
Rancho Viejo,1119,-99.28944,16.865
Chiquinival,1101,-91.96028,16.99111
San Miguelito,1065,-101.4375,17.63583
Tinajas 1ra. Sección,1055,-92.32861,14.7175
Rinconadas del Bosque,1044,-101.19833,20.08528
Santa Ana Chapitiro,1042,-101.6525,19.52611
Pueblo Madero (El Playón),1031,-99.6725,17.12611
Buenavista,1028,-97.07531,19.25767
Rancho Grande,1009,-96.34944,18.35389
Colonia el Florido,1008,-99.36722,18.73833
San Juan del Llanito,3729,-100.5398,20.51369
San Jose de los Olvera,18406,-100.41518,20.55307
Estación Tuzantán,1225,-92.45092,15.10643
Padang Mat Sirat,10000,99.73404,6.35423
Kampung Baru Subang,833571,101.53333,3.15
Subang Jaya,708296,101.58062,3.04384
Maputo,1191613,32.58322,-25.96553
Karibib,6898,15.83333,-21.93333
Tadine,7492,167.88019,-21.54751
Ubiaja,21782,6.38494,6.65581
Suya,7936,3.18333,9.4688
Owode,8513,3.50561,6.94851
Oporoma,0,6.08016,4.80604
Obiaruku,11936,6.1529,5.84672
Nung Udoe,0,7.96314,4.91657
Nguru,111014,10.45536,12.87695
Malumfashi,70709,7.62061,11.78935
Lemu,0,6.02791,9.39637
Kuta,7528,6.71042,9.86864
Kuje,97367,7.22756,8.87952
Kisi,155510,3.85196,9.08297
Kiru,0,8.13481,11.7021
Kende,7395,4.2603,11.51966
Kafin Madaki,0,9.76051,10.68856
Jama’are,0,9.928,11.6698
Idi-Ayunre,0,3.86152,7.23292
Gwiwa,0,8.33722,12.78169
Effurun,0,5.78459,5.55629
Burumburum,11689,8.72341,11.39106
Briyel,0,11.6099,10.34764
Besse,0,4.43114,11.26676
Badagry,26383,2.88132,6.41502
Babana,17617,3.81495,10.42949
Awo-Idemili,0,6.93374,5.82648
Ajaokuta,15144,6.65497,7.56229
Akpet Central,0,8.10163,5.62105
Abigi,0,4.39531,6.48676
Irrua,0,6.21984,6.73634
Osisioma,0,7.32235,5.15979
Nchia,0,7.12061,4.79309
Ticuantepe,13209,-86.20493,12.02263
Somoto,20316,-86.58208,13.48082
San Pedro del Norte,0,-86.87782,13.27611
San Juan de Oriente,2111,-86.07343,11.90624
San José de Cusmapa,1419,-86.65539,13.28841
Jinotega,55000,-86.00234,13.09103
Great Corn Island,8011,-83.06145,12.17575
Santa Maía de Pantasma,0,-85.94451,13.34809
La Dalia,0,-85.73738,13.13652
Zandvoort,16868,4.53306,52.37125
Sebeșel,1094,23.56606,45.88771
Scurta,1958,27.01548,46.26133
Sărmaşu,7371,24.16667,46.75
Şărmăşag,6400,22.83333,47.35
Sarasău,2444,23.82874,47.9551
Săcueni,7075,22.1,47.35
Sacoşu Turcesc,3121,21.42889,45.65194
Rusca Montană,1820,22.45816,45.56741
Pecica,12804,21.06667,46.16667
Râfov,5472,26.13333,44.86667
Remuș,1996,25.98039,43.94295
Radovan,1048,23.61667,44.16667
Priseaca,1920,24.45,44.51667
Prisăcani,3578,27.88333,47.08333
Prelipca,1146,26.35414,47.61085
Popeşti,4104,25.06667,44.76667
Poiana Teiului,5145,25.96667,47.1
Poiana Mărului,1236,26.04077,47.41188
Poiana Cristei,2775,26.98333,45.65
Podenii Noi,4644,26.16667,45.11667
Piscu Sadovei,1344,23.93687,43.87729
Pietrosu,1306,26.60817,47.34118
Pietroșani,2516,26.10382,44.83963
Petreu,1517,22.29607,47.33738
Părteştii de Jos,2998,25.96667,47.63333
Orbeasca de Sus,8203,25.31667,44.15
Ohaba,916,23.78333,46.06667
Obârșia de Câmp,797,22.98,44.17222
Nicşeni,2878,26.63333,47.86667
Negrilești,1466,24.04936,47.27068
Negostina,1474,26.08209,47.92282
Năneşti,2427,27.5,45.55
Nădlac,8067,20.75,46.16667
Nadeş,2368,24.73333,46.31667
Murighiol,3761,29.16667,45.03333
Murgeşti,1140,26.88333,45.4
Moldoveneşti,3618,23.65,46.5
Moldova Nouă,13263,21.66694,44.7375
Mogoşeşti-Siret,4044,26.78333,47.13333
Moara Vlăsiei,4080,26.20616,44.6409
Mâsca,3498,21.68333,46.3
Mircea Vodă,3594,27.38333,45.11667
Mânăstirea,6123,26.9,44.21667
Mihăileşti,7506,25.90833,44.32667
Miercurea-Ciuc,41282,25.8,46.35
Măstăcani,5185,28.03333,45.78333
Măgura,3070,25.4,44.03333
Lugoj,43243,21.90306,45.68861
Lucăceni,1124,22.47819,47.74194
Leşu,2961,24.75,47.31667
Leordina,2537,24.25,47.78333
Lenauheim,5605,20.79944,45.87194
Lelese,505,22.7,45.73333
Işalniţa,3955,23.73333,44.4
Iecea Mare,2297,20.8931,45.85074
Icoana,2281,24.71667,44.41667
Hodac,4892,24.91667,46.76667
Hănțești,2920,26.37366,47.75507
Gura Văii,1613,22.55646,44.66732
Gura Humorului,15728,25.9,47.55
Gropniţa,3414,27.25,47.35
Grajduri,3264,27.51667,46.96667
Giera,1310,20.99222,45.40722
Gătaia,8002,21.43,45.43111
Găinești,2000,25.91809,47.41968
Fulga de Jos,1823,26.44258,44.88152
Foeni,1695,20.87583,45.49861
Fântâna Mare,958,26.30015,47.41432
Fierbinţi-Târg,0,26.35,44.7
Fărăgău,1628,24.51667,46.76667
Dumbrăveni,605,27.98333,43.93333
Dumbrava,4394,26.18333,44.88333
Dudeştii Vechi,5746,20.48333,46.05
Drauț,1100,21.80924,46.26048
Dragosloveni,2747,26.66667,46
Dragomireşti,4868,27.35,46.63333
Dognecea,1982,21.75694,45.27417
Crevedia Mare,4927,25.62556,44.42917
Cosmeștii-Vale,1297,27.28771,45.86931
Cornu de Sus,4402,25.7,45.16667
Colacu,1047,25.37211,47.5383
Colacu,1094,25.75881,44.66895
Cizer,2420,22.88333,47.06667
Ciurila,1506,23.55,46.65
Câmpuri,2272,26.78802,46.01535
Chişineu-Criş,8171,21.51844,46.52509
Chiojdu,3791,26.2,45.35
Chier,1130,21.82488,46.34199
Căteasca,3713,25.08333,44.76667
Carastelec,1133,22.7,47.3
Căpuşu Mare,3645,23.3,46.78333
Călan,12782,22.98333,45.73333
Bunești,570,26.28826,47.52501
Târgu Bujor,4121,27.9,45.86667
Budeasa,0,24.85,45.01667
Bucșoaia,1513,25.81118,47.53972
Brebu Mânăstirei,7591,25.76667,45.18333
Breaza de Sus,10903,25.65578,45.19879
Rădulești,1006,26.35,44.76667
Brăhășești,2637,27.36667,46.03333
Brăduţ,4616,25.61667,46.13333
Boldur,2542,21.77667,45.69417
Bogdana,627,27.63278,46.52668
Boboiești,1621,26.03749,47.2537
Bârzava,2975,21.98333,46.11667
Bârza,995,24.14188,44.32811
Bicaz,8340,26.06667,46.91667
Beriu,3309,23.18333,45.78333
Bereşti-Bistriţa,3377,26.83333,46.71667
Beclean,1511,24.9218,45.83119
Barați,1503,26.87118,46.57569
Bălcăuţi,3384,26.07279,47.89149
Bălăceanu,1773,27.15,45.26667
Băla,889,24.5,46.71667
Băiţa,4183,22.9,46.03333
Băcioiu,1838,27.15745,46.31431
Băbeni,2011,23.4,47.3
Avrămeni,5490,26.95,48.01667
Amara,7557,27.31667,44.61667
Alunu,4495,23.81667,45.01667
Almăj,529,23.71667,44.45
Agăş,6619,26.21667,46.48333
Afumaţi,3247,23.46667,44
Sector 4,287828,26.12085,44.37571
Žitište,3060,20.54972,45.485
Vranjska Banja,0,21.99222,42.555
Sutjeska,2145,20.6962,45.38312
Soko Banja,0,21.87111,43.64333
Smederevska Palanka,27000,20.95885,44.36548
Mol,7950,20.13286,45.76457
Mionica,0,20.08167,44.25194
Merošina,0,21.7204,43.28358
Lučani,0,20.13806,43.86083
Ljukovo,1191,20.02737,45.02604
Kragujevac,147473,20.91667,44.01667
Kovilj,5279,20.02327,45.23422
Gornji Breg,2536,20.01766,45.91995
Golubinci,4510,20.06339,44.98533
Debeljača,6413,20.60153,45.0707
Crepaja,5369,20.63702,45.00984
Batočina,0,21.08167,44.15361
Banatsko Veliko Selo,3332,20.60772,45.81961
Banatsko Karađorđevo,2855,20.56421,45.58693
Aleksinac,0,21.70778,43.54167
Salaš Noćajski,1876,19.58611,44.94722
Salaš Crnobarski,1538,19.39437,44.82843
Grabovci,1480,19.84489,44.76496
Zyablikovo,129000,37.76667,55.61667
Zhavoronki,2899,37.10101,55.64943
Zelyony Gorod,2032,44.0744,56.17833
Yugo-Kamskiy,7779,55.5904,57.7026
Vysokinichi,1931,36.93148,54.90928
Voskresenskoye,6028,45.43167,56.83806
